"","X","post_date","wday","post_topic","post_style","post_tone","post_type","post_reactions","post_shares","post_comments","total_inter"
"800",800,"2019-01-29","Tue","Sexual Abstinence","Storytelling","Enact fear","photo",64,9,102,175
"801",801,"2019-01-29","Tue","Intimate Relations","Request for opinion","Neutral","status",28,0,9,37
"802",802,"2019-01-29","Tue","Intimate Relations","Counsel","Neutral","status",64,2,58,124
"803",803,"2019-01-29","Tue","Sexual Abstinence","Counsel","Guilt","status",12,0,3,15
"804",804,"2019-01-29","Tue","Intimate Relations","Counsel","Neutral","status",8,0,0,8
"805",805,"2019-01-29","Tue","Sexual Purity","Request for opinion","Neutral","status",73,0,107,180
"806",806,"2019-01-29","Tue","Sexual Abstinence","Counsel","Neutral","photo",75,7,4,86
"807",807,"2019-01-29","Tue","Abuse","Storytelling","Neutral","photo",168,3,16,187
"808",808,"2019-01-30","Wed","Intimate Relations","Counsel","Neutral","status",3,0,1,4
"809",809,"2019-01-30","Wed","Intimate Relations","Counsel","Neutral","status",7,0,1,8
"810",810,"2019-01-29","Tue","Sexual Abstinence","Counsel","Neutral","status",60,3,4,67
"811",811,"2019-01-29","Tue","Sexual Abstinence","Counsel","Neutral","status",75,2,5,82
"812",812,"2019-01-29","Tue","Sexual Abstinence","Counsel","Neutral","status",95,2,12,109
"813",813,"2019-01-29","Tue","Sexual Purity","Counsel","Enact fear","status",40,1,0,41
"814",814,"2019-01-29","Tue","Sexual Purity","Counsel","Guilt","status",23,0,0,23
"815",815,"2019-01-29","Tue","Sexual Abstinence","Counsel","Neutral","status",46,2,0,48
"816",816,"2019-01-30","Wed","Sexual Abstinence","Counsel","Guilt","status",24,2,1,27
"817",817,"2019-01-30","Wed","Intimate Relations","Counsel","Neutral","photo",10,4,1,15
"818",818,"2019-01-30","Wed","Intimate Relations","Counsel","Neutral","status",17,3,3,23
"819",819,"2019-01-30","Wed","Intimate Relations","Counsel","Neutral","status",11,1,0,12
"820",820,"2019-01-30","Wed","Intimate Relations","Storytelling","Neutral","photo",41,1,5,47
"821",821,"2019-01-30","Wed","Intimate Relations","Counsel","Neutral","photo",164,40,4,208
"822",822,"2019-01-30","Wed","Sexual Abstinence","Counsel","Neutral","photo",258,20,43,321
"823",823,"2019-01-30","Wed","Intimate Relations","Counsel","Neutral","status",2,0,0,2
"824",824,"2019-01-30","Wed","Sexual Abstinence","Counsel","Enact fear","photo",204,12,32,248
"825",825,"2019-01-30","Wed","Sexual Abstinence","Counsel","Enact fear","photo",41,5,5,51
"826",826,"2019-01-30","Wed","Intimate Relations","Counsel","Neutral","status",10,0,0,10
"827",827,"2019-01-30","Wed","Intimate Relations","Counsel","Neutral","status",57,8,7,72
"828",828,"2019-01-30","Wed","Intimate Relations","Counsel","Neutral","status",22,4,1,27
"829",829,"2019-01-30","Wed","Intimate Relations","Storytelling","Neutral","status",39,5,15,59
"830",830,"2019-01-30","Wed","Intimate Relations","Storytelling","Neutral","status",93,6,12,111
"831",831,"2019-01-30","Wed","Sexual Abstinence","Counsel","Enact fear","status",198,67,24,289
"832",832,"2019-02-02","Sat","Sexual Purity","Request for opinion","Neutral","status",60,0,137,197
"833",833,"2019-01-31","Thu","Sexual Abstinence","Counsel","Enact fear","status",10,4,0,14
"834",834,"2019-01-31","Thu","Intimate Relations","Counsel","Neutral","status",6,0,1,7
"835",835,"2019-02-02","Sat","Intimate Relations","Counsel","Neutral","status",27,2,2,31
"836",836,"2019-01-31","Thu","Intimate Relations","Counsel","Neutral","photo",37,5,8,50
"837",837,"2019-01-31","Thu","Sexual Abstinence","Counsel","Neutral","status",38,0,1,39
"838",838,"2019-01-31","Thu","Sexual Abstinence","Counsel","Neutral","status",101,6,23,130
"839",839,"2019-02-02","Sat","Intimate Relations","Counsel","Neutral","status",10,0,2,12
"840",840,"2019-01-31","Thu","Sexual Abstinence","Counsel","Stigma","photo",347,17,308,672
"841",841,"2019-01-31","Thu","Intimate Relations","Counsel","Neutral","status",42,8,2,52
"842",842,"2019-01-31","Thu","Intimate Relations","Experience sharing","Neutral","photo",233,8,35,276
"843",843,"2019-01-31","Thu","Intimate Relations","Request for opinion","Neutral","status",53,1,71,125
"844",844,"2019-02-01","Fri","Sexual Abstinence","Counsel","Neutral","photo",122,7,19,148
"845",845,"2019-02-01","Fri","Intimate Relations","Counsel","Neutral","status",27,2,15,44
"846",846,"2019-02-01","Fri","Sexual Abstinence","Counsel","Stigma","status",8,1,0,9
"847",847,"2019-02-01","Fri","Intimate Relations","Counsel","Neutral","photo",77,17,14,108
"848",848,"2019-02-01","Fri","Sexual Abstinence","Counsel","Neutral","status",32,1,1,34
"849",849,"2019-02-01","Fri","Sexual Abstinence","Counsel","Stigma","status",22,0,60,82
"850",850,"2019-02-01","Fri","Sexual Purity","Counsel","Neutral","status",27,1,0,28
"851",851,"2019-02-02","Sat","Family Planning","Request for opinion","Neutral","status",13,0,15,28
"852",852,"2019-02-02","Sat","Intimate Relations","Counsel","Neutral","status",6,1,1,8
"853",853,"2019-02-02","Sat","Sexual Abstinence","Counsel","Neutral","status",21,0,1,22
"854",854,"2019-02-02","Sat","Sexual Abstinence","Request for opinion","Neutral","status",15,0,45,60
"855",855,"2019-02-02","Sat","Intimate Relations","Counsel","Neutral","status",16,1,3,20
"856",856,"2019-02-02","Sat","Sexual Abstinence","Counsel","Neutral","status",443,44,77,564
"857",857,"2019-02-02","Sat","Intimate Relations","Counsel","Neutral","status",4,0,0,4
"858",858,"2019-02-02","Sat","Intimate Relations","Request for opinion","Neutral","status",57,2,84,143
"859",859,"2019-02-02","Sat","Sexual Purity","Counsel","Neutral","status",267,4,39,310
"860",860,"2019-02-02","Sat","Sexual Purity","Storytelling","Guilt","photo",307,11,10,328
"861",861,"2019-02-02","Sat","Intimate Relations","Counsel","Neutral","link",10,0,0,10
"862",862,"2019-02-02","Sat","Intimate Relations","Request for opinion","Neutral","status",3,0,4,7
"863",863,"2019-02-04","Mon","Intimate Relations","Experience sharing","Neutral","status",133,27,27,187
"864",864,"2019-02-02","Sat","Sexual Abstinence","Counsel","Enact fear","photo",98,7,5,110
"865",865,"2019-02-02","Sat","Intimate Relations","Counsel","Neutral","photo",215,20,21,256
"866",866,"2019-02-02","Sat","Sexual Purity","Counsel","Neutral","photo",28,1,0,29
"867",867,"2019-02-03","Sun","Sexual Abstinence","Counsel","Neutral","status",11,1,2,14
"868",868,"2019-02-03","Sun","Intimate Relations","Storytelling","Neutral","status",66,3,16,85
"869",869,"2019-02-04","Mon","Intimate Relations","Counsel","Neutral","status",23,1,3,27
"870",870,"2019-02-04","Mon","Sexual Abstinence","Counsel","Enact fear","status",8,3,0,11
"871",871,"2019-02-03","Sun","Sexual Abstinence","Counsel","Guilt","photo",225,70,22,317
"872",872,"2019-02-04","Mon","Intimate Relations","Counsel","Neutral","status",6,0,4,10
"873",873,"2019-02-03","Sun","Sexual Abstinence","Counsel","Neutral","status",87,6,15,108
"874",874,"2019-02-04","Mon","Sexual Abstinence","Counsel","Guilt","status",218,14,2,234
"875",875,"2019-02-04","Mon","Sexual Purity","Request for opinion","Neutral","status",14,1,23,38
"876",876,"2019-02-04","Mon","Sexual Abstinence","Counsel","Neutral","photo",206,5,38,249
"877",877,"2019-02-04","Mon","Intimate Relations","Counsel","Neutral","photo",19,0,0,19
"878",878,"2019-02-04","Mon","Sexual Abstinence","Counsel","Neutral","status",27,0,8,35
"879",879,"2019-02-04","Mon","Sexual Abstinence","Counsel","Neutral","photo",423,6,49,478
"880",880,"2019-02-04","Mon","Abuse","Counsel","Neutral","status",36,0,18,54
"881",881,"2019-02-04","Mon","Intimate Relations","Request for opinion","Neutral","status",77,0,304,381
"882",882,"2019-02-04","Mon","Intimate Relations","Counsel","Neutral","status",48,19,8,75
"883",883,"2019-02-04","Mon","Intimate Relations","Counsel","Neutral","status",27,1,1,29
"884",884,"2019-02-04","Mon","Sexual Purity","Counsel","Neutral","photo",153,5,0,158
"885",885,"2019-02-05","Tue","Intimate Relations","Storytelling","Neutral","photo",449,6,70,525
"886",886,"2019-02-05","Tue","Intimate Relations","Counsel","Neutral","status",6,0,0,6
"887",887,"2019-02-05","Tue","Abuse","Storytelling","Neutral","link",1,0,0,1
"888",888,"2019-02-05","Tue","Sexual Abstinence","Counsel","Stigma","status",3,0,1,4
"889",889,"2019-02-05","Tue","Sexual Purity","Storytelling","Neutral","status",12,0,4,16
"890",890,"2019-02-05","Tue","Sexual Abstinence","Counsel","Stigma","status",85,1,87,173
"891",891,"2019-02-05","Tue","Sexual Abstinence","Counsel","Neutral","photo",56,18,4,78
"892",892,"2019-02-05","Tue","Sexual Abstinence","Counsel","Neutral","photo",11,0,0,11
"893",893,"2019-02-05","Tue","Intimate Relations","Counsel","Neutral","status",29,2,0,31
"894",894,"2019-02-05","Tue","Intimate Relations","Counsel","Neutral","photo",434,41,33,508
"895",895,"2019-02-05","Tue","Sexual Abstinence","Counsel","Neutral","status",32,0,5,37
"896",896,"2019-02-05","Tue","Intimate Relations","Counsel","Enact fear","status",4,0,0,4
"897",897,"2019-02-05","Tue","Intimate Relations","Counsel","Neutral","status",1,0,0,1
"898",898,"2019-02-05","Tue","Sexual Abstinence","Counsel","Neutral","photo",39,4,1,44
"899",899,"2019-02-05","Tue","Intimate Relations","Counsel","Neutral","photo",158,8,17,183
"900",900,"2019-02-05","Tue","Intimate Relations","Counsel","Neutral","status",21,6,4,31
"901",901,"2019-02-05","Tue","Intimate Relations","Storytelling","Neutral","status",8,0,0,8
"902",902,"2019-02-07","Thu","Intimate Relations","Storytelling","Neutral","status",10,1,0,11
"903",903,"2019-02-07","Thu","Intimate Relations","Counsel","Neutral","status",2,0,0,2
"904",904,"2019-02-07","Thu","Intimate Relations","Counsel","Neutral","status",1,0,0,1
"905",905,"2019-02-07","Thu","Intimate Relations","Counsel","Neutral","status",10,1,0,11
"906",906,"2019-02-06","Wed","Sexual Abstinence","Storytelling","Neutral","status",15,0,0,15
"907",907,"2019-02-05","Tue","Intimate Relations","Counsel","Neutral","status",110,10,40,160
"908",908,"2019-02-07","Thu","Intimate Relations","Counsel","Neutral","status",5,0,0,5
"909",909,"2019-02-06","Wed","Abuse","Storytelling","Neutral","status",54,0,16,70
"910",910,"2019-02-07","Thu","Intimate Relations","Counsel","Neutral","status",2,1,0,3
"911",911,"2019-02-06","Wed","Sexual Abstinence","Storytelling","Neutral","status",20,0,1,21
"912",912,"2019-02-06","Wed","Intimate Relations","Counsel","Neutral","photo",725,103,56,884
"913",913,"2019-02-06","Wed","Intimate Relations","Counsel","Neutral","photo",91,7,7,105
"914",914,"2019-02-06","Wed","Sexual Purity","Request for opinion","Neutral","status",11,0,22,33
"915",915,"2019-02-06","Wed","Sexual Abstinence","Counsel","Neutral","status",138,4,58,200
"916",916,"2019-02-07","Thu","Intimate Relations","Counsel","Neutral","photo",17,2,0,19
"917",917,"2019-02-07","Thu","Intimate Relations","Counsel","Neutral","photo",166,16,11,193
"918",918,"2019-02-07","Thu","Intimate Relations","Counsel","Neutral","photo",152,15,1,168
"919",919,"2019-02-07","Thu","Sexual Purity","Counsel","Guilt","status",72,3,42,117
"920",920,"2019-02-10","Sun","Intimate Relations","Counsel","Neutral","photo",13,4,0,17
"921",921,"2019-02-08","Fri","Sexual Abstinence","Counsel","Enact fear","status",63,12,14,89
"922",922,"2019-02-07","Thu","Sexual Abstinence","Counsel","Neutral","status",45,1,11,57
"923",923,"2019-02-07","Thu","Sexual Abstinence","Counsel","Stigma","photo",285,4,4,293
"924",924,"2019-02-08","Fri","Family Planning","Counsel","Guilt","status",9,0,0,9
"925",925,"2019-02-07","Thu","Intimate Relations","Counsel","Neutral","status",87,3,0,90
"926",926,"2019-02-08","Fri","Intimate Relations","Counsel","Neutral","photo",330,76,59,465
"927",927,"2019-02-10","Sun","Intimate Relations","Counsel","Enact fear","status",25,5,8,38
"928",928,"2019-02-08","Fri","Intimate Relations","Counsel","Neutral","status",163,3,14,180
"929",929,"2019-02-08","Fri","Sexual Abstinence","Counsel","Enact fear","status",17,0,0,17
"930",930,"2019-02-08","Fri","Intimate Relations","Storytelling","Neutral","status",162,2,66,230
"931",931,"2019-02-08","Fri","Intimate Relations","Counsel","Neutral","photo",40,1,6,47
"932",932,"2019-02-08","Fri","Intimate Relations","Counsel","Neutral","status",11,1,0,12
"933",933,"2019-02-08","Fri","Sexual Purity","Request for opinion","Neutral","status",17,0,111,128
"934",934,"2019-02-09","Sat","Sexual Abstinence","Counsel","Neutral","photo",4,0,0,4
"935",935,"2019-02-09","Sat","Intimate Relations","Storytelling","Neutral","status",61,0,23,84
"936",936,"2019-02-09","Sat","Sexual Abstinence","Counsel","Neutral","photo",147,3,3,153
"937",937,"2019-02-09","Sat","Intimate Relations","Storytelling","Neutral","status",12,2,2,16
"938",938,"2019-02-09","Sat","Intimate Relations","Counsel","Neutral","status",8,0,0,8
"939",939,"2019-02-09","Sat","Sexual Abstinence","Counsel","Enact fear","status",11,1,2,14
"940",940,"2019-02-09","Sat","Sexual Abstinence","Request for opinion","Neutral","status",293,1,422,716
"941",941,"2019-02-09","Sat","Sexual Abstinence","Request for opinion","Neutral","status",105,3,194,302
"942",942,"2019-02-09","Sat","Sexual Purity","Counsel","Guilt","status",11,0,0,11
"943",943,"2019-02-10","Sun","Sexual Abstinence","Counsel","Enact fear","photo",3,2,0,5
"944",944,"2019-02-13","Wed","Intimate Relations","Counsel","Neutral","status",9,2,0,11
"945",945,"2019-02-10","Sun","Abuse","Counsel","Neutral","photo",53,0,1,54
"946",946,"2019-02-10","Sun","Intimate Relations","Counsel","Neutral","photo",54,11,2,67
"947",947,"2019-02-10","Sun","Intimate Relations","Counsel","Neutral","status",28,1,0,29
"948",948,"2019-02-10","Sun","Sexual Abstinence","Counsel","Enact fear","status",44,10,4,58
"949",949,"2019-02-11","Mon","Family Planning","Counsel","Guilt","status",23,1,1,25
"950",950,"2019-02-10","Sun","Intimate Relations","Counsel","Neutral","status",74,3,28,105
"951",951,"2019-02-11","Mon","Sexual Abstinence","Counsel","Guilt","status",1,0,0,1
"952",952,"2019-02-11","Mon","Sexual Abstinence","Counsel","Guilt","status",21,0,0,21
"953",953,"2019-02-11","Mon","Sexual Abstinence","Counsel","Enact fear","status",7,0,0,7
"954",954,"2019-02-12","Tue","Intimate Relations","Counsel","Neutral","status",10,2,0,12
"955",955,"2019-02-12","Tue","Intimate Relations","Counsel","Neutral","status",0,0,0,0
"956",956,"2019-02-12","Tue","Intimate Relations","Storytelling","Neutral","photo",82,1,9,92
"957",957,"2019-02-12","Tue","Intimate Relations","Request for opinion","Neutral","status",53,0,119,172
"958",958,"2019-02-12","Tue","Intimate Relations","Counsel","Neutral","photo",40,3,3,46
"959",959,"2019-02-12","Tue","Intimate Relations","Counsel","Neutral","photo",46,7,2,55
"960",960,"2019-02-12","Tue","Intimate Relations","Counsel","Neutral","photo",39,2,3,44
"961",961,"2019-02-12","Tue","Intimate Relations","Counsel","Neutral","photo",52,2,6,60
"962",962,"2019-02-12","Tue","Sexual Abstinence","Counsel","Guilt","status",95,1,7,103
"963",963,"2019-02-12","Tue","Sexual Abstinence","Counsel","Guilt","status",163,3,38,204
"964",964,"2019-02-12","Tue","Sexual Abstinence","Counsel","Neutral","photo",295,5,27,327
"965",965,"2019-02-12","Tue","Sexual Abstinence","Counsel","Neutral","status",195,15,11,221
"966",966,"2019-02-12","Tue","Sexual Purity","Counsel","Guilt","status",14,1,0,15
"967",967,"2019-02-14","Thu","Sexual Abstinence","Counsel","Enact fear","photo",4,0,0,4
"968",968,"2019-02-13","Wed","Intimate Relations","Counsel","Neutral","photo",17,2,1,20
"969",969,"2019-02-14","Thu","Intimate Relations","Counsel","Neutral","status",222,11,20,253
"970",970,"2019-02-14","Thu","Sexual Abstinence","Counsel","Guilt","photo",110,9,32,151
"971",971,"2019-02-13","Wed","Intimate Relations","Counsel","Neutral","status",81,20,8,109
"972",972,"2019-02-13","Wed","Sexual Abstinence","Counsel","Neutral","photo",44,3,3,50
"973",973,"2019-02-13","Wed","Intimate Relations","Counsel","Neutral","status",84,4,42,130
"974",974,"2019-02-13","Wed","Intimate Relations","Counsel","Neutral","status",16,0,0,16
"975",975,"2019-02-13","Wed","Intimate Relations","Counsel","Neutral","status",13,0,0,13
"976",976,"2019-02-13","Wed","Sexual Abstinence","Request for opinion","Neutral","status",196,6,542,744
"977",977,"2019-02-13","Wed","Intimate Relations","Storytelling","Neutral","status",385,44,100,529
"978",978,"2019-02-14","Thu","Intimate Relations","Storytelling","Neutral","status",184,55,31,270
"979",979,"2019-02-14","Thu","Intimate Relations","Counsel","Neutral","status",8,0,0,8
"980",980,"2019-02-14","Thu","Intimate Relations","Counsel","Neutral","status",2,0,0,2
"981",981,"2019-02-14","Thu","Sexual Abstinence","Request for opinion","Neutral","status",7,0,5,12
"982",982,"2019-02-14","Thu","Sexual Abstinence","Counsel","Neutral","status",190,7,36,233
"983",983,"2019-02-14","Thu","Sexual Purity","Counsel","Neutral","status",28,0,0,28
"984",984,"2019-02-14","Thu","Sexual Abstinence","Counsel","Neutral","status",47,0,0,47
"985",985,"2019-02-14","Thu","Sexual Abstinence","Counsel","Enact fear","status",73,4,0,77
"986",986,"2019-02-14","Thu","Sexual Abstinence","Counsel","Neutral","status",268,3,107,378
"987",987,"2019-02-15","Fri","Intimate Relations","Request for opinion","Neutral","status",6,0,6,12
"988",988,"2019-02-14","Thu","Intimate Relations","Counsel","Neutral","photo",12,3,0,15
"989",989,"2019-02-14","Thu","Sexual Abstinence","Counsel","Enact fear","status",139,4,12,155
"990",990,"2019-02-14","Thu","Sexual Abstinence","Counsel","Guilt","status",65,4,1,70
"991",991,"2019-02-15","Fri","Intimate Relations","Counsel","Neutral","status",40,0,4,44
"992",992,"2019-02-15","Fri","Sexual Purity","Storytelling","Neutral","status",102,6,4,112
"993",993,"2019-02-15","Fri","Sexual Abstinence","Counsel","Neutral","status",23,0,3,26
"994",994,"2019-02-15","Fri","Sexual Purity","Counsel","Enact fear","status",62,3,3,68
